PublicationYear,PublicationClone,PublicationTarget,PublicationCitation,PublicationPubmed
"2016","N87/25, N106/36","GABA(A)R, Beta3, Ankyrin-G","Kerti-Szigeti, K. and Nusser, Z. 2016. eLife. 5:e18426.","27537197"
"2016","K88/64","Zinedin","Juraszek, B. and Nalecz, K. 2016. J Neurochem. 139:537-551.","27537937"
"2016","N52A/42","Mortalin/GRP75","Wan, J., et al. 2016. Brain. 139:2877-2890.","27543974"
"2016","K64/15","SAP97","Sim, S., et al. 2016. J Neurosci. 36:8641-52.","27535911"
"2016","K28/43, N308/48, N420/24","PSD-95, GluN1/NR1, EAAC1","Shaqura, M., et al. 2016. Neuropharmacology. 111:1-13.","27558347"
"2016","N263/31,","Cav1.2, Kv2.1","Bannister, J., et al. 2016. Am J Physiol Cell Physiol. 310:C885-93.","27076616"
"2016","N3/26, N11/33","Slo2.2/Slack, Slo2.1/Slick","Bansal, V. and Fisher, T. 2016. J Neuroendocrinol. 28.","27091544"
"2016","L21/32, N59/20, N308/48, N327/95","GluA2/GluR2, GluN2B/NR2B, GluN1/NR1, GluN2A/NR2A","D'Orsi, B., et al. 2016. J Neurosci. 36:4564-78.","27098698"
"2016","A12/18, N106/65","Pan-Neurofascin (extracellular), Ankyrin-G","Freal, A., et al. 2016. J Neurosci. 36:4421-33.","27098687"
"2016","K87A/10, N106/36","Nav1.6, Ankyrin-G","Clark, K., et al. 2016. Glia. 64:1190-209.","27100937"
"2016","N206A/8","GFAP","Marin, M., et al. 2016. Exp Neurol. 281:93-8.","27109181"
"2016","N38/8","Cav1.3","Xie, C., et al. 2016. Sci Rep. 6:24697.","27098837"
"2016","K28","PSD-95","Riganti, L., et al. 2016. J Neurosci. 36:4624-34.","27098703"
"2016","K39/25 or K89/34 or L80/21 or L83/11","Kv2.1","Unudurthi, S., et al. 2016. J Am Heart Assoc. 5.","27098968"
"2016","N295B/66","Arl13b","Cortes, C., et al. 2016. Sci Rep. 6:24083.","27094867"
"2016","K28/86","Pan-MAGUK","Abiraman, K., et al. 2016. J Mol Biol. 428:2521-37.","27107637"
"2016","review article","review article","Taussig, M. 2016. N Biotechnol. 33:489-90.","27118167"
"2016","N178A/9","Cav3.1","Calhoun, J., et al. 2016. Epilepsia. 57:e103-7.","27112236"
"2016","K72/8","Co-Rest/RCOR1","Lopez, C., et al. 2016. Dev Neurobiol. 76:1360-1373.","27112428"
"2016","K65/35, N70/28","CASPR/Neurexin IV, HCN1","Ko, K., et al. 2016. Nat Neurosci. 19:826-34.","27110919"
"2016","N149/25, N206A/8","Olig1, GFAP","Xue, Y., et al. 2016. Nat Neurosci. 19:807-15.","27110916"
"2016","K28/86","Pan-MAGUK","Paquet, D., et al. 2016. Nature. 533:125-9.","27120160"
"2016","L57/46","Cav1.2 + Cav1.3","Eden, M., et al. 2016. Nat Commun. 7:11317.","27122098"
"2016","N18/30","PSD-93/Chapsyn-110","Frank, R., et al. 2016. Nat Commun. 7:11264.","27117477"
"2016","K28/43, N19/2","PSD-95, SAP102","Sinclair, D., et al. 2016. J Neurodev Disord. 8:14.","27134685"
"2016","K57/1, N59/36, N308/48","Kv4.2, GluN2B/NR2B, GluN1/NR1","Spencer, K., et al. 2016. Alcohol Clin Exp Res. 40:1251-61.","27147118"
"2016","N23B/49, N69/46, N367/62","Pan-Shank, Shank3, Shank3","Tao-Cheng, J., et al. 2016. PLoS One. 11:e0153979.","27144302"
"2016","L24/18","IP3 receptor type 1","Wang, Q., et al. 2016. Am J Physiol Cell Physiol. 310:C1001-9.","27147559"
"2016","L36/12","CNGA1 + CNGA3","Christiansen, J., et al. 2016. J Neurosci. 36:5107-14.","27147662"
"2016","N52A/42","Mortalin/GRP75","Shutov, L., et al. 2016. J Neurosci. 36:5055-70.","27147658"
"2016","K28","PSD-95","Vanderweyde, T., et al. 2016. Cell Rep. 15:1455-66.","27160897"
"2016","K28/43","PSD-95","Luchkina, N., et al. 2016. Neuropharmacology. 112:46-56.","27157711"
"2016","L24/18","IP3 receptor type 1","Spassieva, S., et al. 2016. Proc Natl Acad Sci U S A. 113:5928-33.","27162368"
"2016","N86/38","GFP","Battefeld, A., et al. 2016. Nat Commun. 7:11298.","27161034"
"2016","N95/35","GABA(A)R, Alpha1","Pfaender, S., et al. 2016. Neural Plast. 2016:3760702.","27247802"
"2016","L6/60, L18A/3, N53/32","Slo1/BKAlpha, BKbeta4, BKbeta2","Petho, Z., et al. 2016. Arthritis Res Ther. 18:103.","27165430"
"2016","N221/17","TrpV1","Martin, G., et al. 2016. J Neurochem. 12:1340-54.","27167970"
"2016","K14/16 or L76/36, N16B/8, N168/6","Kv1.2, Kv3.1b, Navbeta4","Berret, E., et al. 2016. J Physiol. 594:5593-609.","27168396"
"2016","N86, N87/25","GFP, GABA(A)R, Beta3","Eyre, M. and Nusser, Z. 2016. eNeuro. 3.","27257627"
"2016","N28/9, N29/29, N34/34","VGlut1, VGlut2, VGlut3","Angioni, L., et al. 2016. Horm Behav. 83:23-38.","27189764"
"2016","K57/1 or L28/4, K60/73, K75/41","Kv4.2, KChIP2, Kv4.3","Lei, Z., et al. 2016. Epilepsy Res. 124:40-48.","27259067"
"2016","K28, N86","PSD-95, GFP","Antonelli, R., et al. 2016. J Neurosci. 36:5437-47.","27194325"
"2016","N182/17, N183/15","QKI-6, QKI-7","Suiko, T., et al. 2016. PLoS One. 11:e0156033.","27196066"
"2016","N95/35","GABA(A)R, Alpha1","Du, Z., et al. 2016. Neuroscience. 329:363-379.","27217211"
"2016","N59/20 or N59/36","GluN2B/NR2B","Kaniakova, M., et al. 2016. J Neurochem. 138:546-56.","27216994"
"2016","K39/25 or K89/34 or L80/21 or L83/11","Kv2.1","Liu, R., et al. 2016. Protein Cell. 7:455-60.","27221754"
"2016","L21/32","GluA2/GluR2","Russell, S., et al. 2016. J Neurosci. 36:5748-62.","27225765"
"2016","N332B/15","BAF53b","White, A., et al. 2016. Nat Commun. 7:11725.","27226355"
"2016","N86","GFP","Ko, H., et al. 2016. Neurobiol Learn Mem. 135:50-56.","27321162"
"2016","K67/25","CASPR2","Mabb, A., et al. 2016. PLoS One. 11:e0156439.","27231886"
"2016","K28/43, N59/36","PSD-95, GluN2B/NR2B","Lazarczyk, M., et al. 2016. Sci Rep. 6:26199.","27229916"
"2016","N86/8","GFP","Wang, Q., et al. 2016. Autophagy. 12:1340-54.","27245989"
"2016","K28, N206A/8","PSD-95, GFAP","Fan, F., et al. 2016. J Neurosci. 36:6097-115.","27251629"
"2016","K28/43, N355/1, N59/20","PSD-95, GluA1/GluR1, GluN2B/NR2B","Gross, G., et al. 2016. Nat Methods. 13:673-8.","27271196"
"2016","K28/43","PSD-95","Lopes, S., et al. 2016. Proc Natl Acad Sci U S A. 113:E3755-63.","27274066"
"2016","K28","PSD-95","Beaubien, F., et al. 2016. Sci Rep. 6:27343.","27273464"
"2016","N16B/8","Kv3.1b","Iijima, Y., et al. 2016. Sci Rep. 6:27400.","27264355"
"2016","N138/6","LRRK2/Dardarin","Nucifora, F., et al. 2016. Nat Commun. 7:11792.","27273569"
"2016","K28/43","PSD-95","Valdez, C., et al. 2016. Mol Cell Neurosci. 75:14-26.","27297944"
"2016","N70/28","HCN1","Knoll, A., et al. 2016. J Neurosci. 36:6258-68.","27277803"
"2016","L23/27","Kv1.3","Reeves, T., et al. 2016. Exp Neurol. 283:188-203.","27302680"
"2016","review article","review article","Freedman, L., et al. 2016. Biotechniques. 61:16-8.","27401669"
"2016","N286/74","Zebrafish PSD","Drerup, C., et al. 2016. J Neurosci. 36:7014-26.","27358458"
"2016","L57/46, L48A/9 or N38/8","Cav1.2 + Cav1.3, Cav1.3","Lu, J., et al. 2016. Biochem J. 473:1895-904.","27114559"
"2016","N95/35","GABA(A)R, Alpha1","Warner, T., et al. 2016. Hum Mol Genet. 25:3192-3207.","27340224"
"2016","L21/32, N308/48, N327/95 or N327A/38, N355/1","GluA2/GluR2, GluN1/NR1, GluN2A/NR2A, GluA1/GluR1","Huang, L., et al. 2016. Sci Transl Med. 8:344ra85.","27334260"
"2016","N59/20 or N59/36","GluN2B/NR2B","Xiao, X., et al. 2016. J Neurosci. 36:6778-91.","27335408"
"2016","N147/6","Pan-QKI","Llorian, M., et al. 2016. Nucleic Acids Res. 44:8933-8950.","27317697"
"2016","N81, N93A/49, N95/35","GABA(B)R2, GABA(B)R1, GABA(A)R, Alpha1","Zhang, J., et al. 2016. Neuropharmacology. 110:260-267.","27342122"
"2016","A12/18","Pan-Neurofascin (extracellular)","Sidenstein, S., et al. 2016. Sci Rep. 6:26725.","27220554"
"2016","N28/9","VGlut1","Bouvier, D., et al. 2016. Sci Rep. 6:24544.","27090093"
"2016","N26A/23, N106/36","Kv7.2/KCNQ2, Ankyrin-G","Soldovieri, M., et al. 2016. Sci Rep. 6:38167.","27905566"
"2016","K14/16","Kv1.2","Chihabi, K., et al. 2016. Behav Neurosci. 130:563-571.","26949968"
"2016","K28","PSD-95","Ha, S., et al. 2016. J Neurosci. 36:12129-12143.","27903723"
"2016","N86/8","GFP","Vlahakis, A., et al. 2016. J Cell Biol. 215:779-788.","27899413"
"2016","L6","Slo1/BKAlpha","Bukiya, A., et al. 2016. J Drug Alcohol Res. 5.","29391966"
"2016","N68/6","Nav1.7","Dustrude, E., et al. 2016. Proc Natl Acad Sci U S A. 113:E8443-E8452.","27940916"
"2016","L23/27","Kv1.3","Sole, L., et al. 2016. J Cell Sci. 129:4265-4277.","27802162"
"2016","K28, N28/9","PSD-95, VGlut1","Barrantes, F., ?Single-Molecule Localization Super-Resolution Microscopy of Synaptic Proteins,? p1-42. A. K. Shukla, ed., Membrane Proteins: Chemical and Synthetic Approaches, Springer Protocols Handbooks.",""
"2016","N271/44","ASIC1","Chen, B., et al. 2016. Oncogenesis. 5:e279.","27941930"
"2016","K28","PSD-95","Jeyifous, O., et al. 2016. Proc Natl Acad Sci U S A. 113:E8482-E8491.","27956638"
"2016","N393","Beta4-spectrin","Sozmen, E., et al. 2016. Proc Natl Acad Sci U S A. 113:E8453-E8462.","27956620"
"2016","N106/36","Ankyrin-G","Singh, P., et al. 2016. Neuroinformatics. 14:465-77.","27369547"
"2016","L48A/9 or N38/8, L57/46 or N263/31, N343/26","Cav1.3, Cav1.2, NrCAM","Maddala, R., et al. 2016. Am J Physiol Cell Physiol. 310:C115-26.","26538089"
"2016","K69/3","Nav1.2","Plant, L., et al. 2017. eLife. 5:e20054.","28029095"
"2016","K14/16, K36/15","Kv1.2, Kv1.1","Rash, J., et al. 2016. J Neurophysiol. 115:1836-59.","26763782"
"2016","N1","KCC2","Kahle, K., et al. 2016. Sci Signal. 9:ra32.","27025876"
"2016","K56A/50","CASK","LaConte, L., et al. 2016. Cell Mol Life Sci. 73:3599-621.","27015872"
"2016","N241A/34","LRRK2/Dardarin","Fraser, K., et al. 2016. Neurology. 86:994-9.","26865512"
"2017","N81/2, N93A/49","GABA(B)R2, GABA(B)R1","Kang, J., et al. 2017. J Biol Chem. 292:6621-6632.","28213518"
"2017","L21/32","GluA2/GluR2","Barnes, S., et al. 2017. Neuron. 96:871-882.","29107520"
"2017","N18","PSD-93/Chapsyn-110","Hu, Z., et al. 2017. Sci Rep. 7:13843.","29062015"
"2017","K28/43, N106/36","PSD-95, Ankyrin-G","Andrew, R., et al. 2017. Proc Natl Acad Sci U S A. 114:E9665-E9674.","29078331"
"2017","L21/32, N59/36","GluA2/GluR2, GluN2B/NR2B","Pappas, A., et al. 2017. JCI Insight. 2.","29046483"
"2017","N86/8","GFP","Smith, K., et al. 2017. J Biol Chem. 292:20173-20183.","29046349"
"2017","N11/33","Slo2.1/Slick","Gururaj, S., et al. 2017. Cell Rep. 21:926-933.","29069600"
"2017","K14/16","Kv1.2","Miao, X., et al. 2017. Mol Pain. 13:1744806917740681.","29056068"
"2017","K28/43 or K28/74","PSD-95","Kenny, K., et al. 2017. Mol Cell Neurosci. 85:190-201.","29066292"
"2017","N241A/34","LRRK2/Dardarin","Pan, P., et al. 2017. J Neurosci. 37:11366-11376.","29054882"
"2017","N28/9","VGlut1","Abrahamsson, T., et al. 2017. Neuron. 96:839-855.","29033205"
"2017","K14/16, K17/70, K65/35","Kv1.2, Kvbeta2, CASPR/Neurexin IV","Huang, C., et al. 2017. J Neurosci. 37:11323-11334.","29038243"
"2017","K14/16, L11A/41","Kv1.2, Pan-Neurofascin","Huang, C., et al. 2017. J Neurosci. 37:11311-11322.","29038240"
"2017","N241A/34","LRRK2/Dardarin","Williamson, D., et al. 2017. J Med Chem. 60:8945-8962.","29023112"
"2017","N271/44","ASIC1","Farrag, J., et al. 2017. J Physiol. 595:7167-7183.","29044528"
"2017","N106/65","Ankyrin-G","Jensen, C., et al. 2017. J Neurosci. 37:11523-11536.","29042434"
"2017","L6/60","Slo1/BKAlpha","Nieves-Cintron, M., et al. 2017. Sci Rep. 7:14058.","29070899"
"2017","L24/18","IP3 receptor type 1","Chandrasekhar, R. et al. 2017. Pancreapedia: Exocrine Pancreas Knowledge Base,",""
"2017","N95/35","GABA(A)R, Alpha1","Sommeijer, J., et al. 2017. Nat Neurosci. 20:1715-1721.","29184199"
"2017","N18, N19/2","PSD-93/Chapsyn-110, SAP102","Fernandez, E., et al. 2017. Cell Rep. 21:679-691.","29045836"
"2017","N275/14","Synaptotagmin-7","Turecek, J., et al. 2017. Naturei. 551:503-506.","29088700"
"2017","N1/12","KCC2","Conway, L., et al. 2017. J Biol Chem. 292:21253-21263.","29092909"
"2017","L21/32","GluA2/GluR2","Valnegri, P., et al. 2017. Nat Commun. 8:1271.","29097665"
"2017","K14/16, K65/35, N168/6","Kv1.2, CASPR/Neurexin IV, Navbeta4","Browne, L., et al. 2017. eNeuro. 4.","29138759"
"2017","N206A/8","GFAP","DeWalt, G., et al. 2017. Neurosci Lett. 664:160-166.","29133177"
"2017","N295B/66","Arl13b","Steger, M., et al. 2017. eLife. 6:e31012.","29125462"
"2017","N71/37","HCN2","Srinivas, K., et al. 2017. J Neurosci. 37:3276-3293.","28213444"
"2017","N201/35","Iduna/RNF146","Kim, H., et al. 2017. Oncotarget. 8:106721-106739.","29290984"
"2017","L6/60","Slo1/BKAlpha","Irie, T. and Trussell, L.2017. Neuron. 96:856-870.","29144974"
"2017","N86/8","GFP","Klisch, T., et al. 2017. eLife. 6:e31181.","29168692"
"2017","N241A/34","LRRK2/Dardarin","Wang, S., et al. 2017. Acta Neuropathol Commun. 5:86.","29166931"
"2017","K28/43, N28/9","PSD-95, VGlut1","Tora, D., et al. 2017. J Neurosci. 37:11993-12005.","29118110"
"2017","N4/15","Pink1","Malty, R., et al. 2017. Cell Syst. 5:564-577.","29128334"
"2017","N295B/66","Arl13b","Guen, V., et al. 2017. Proc Natl Acad Sci U S A. 114:E10532-E10539.","29158396"
"2017","K28/43","PSD-95","Wang, Q., et al. 2017. Neuron. 96:1084-1098.","29154130"
"2017","N257/25, N259/48, N262/16","Phosphoserine-2-OEt, Phosphoserine-2-OH, Phosphoserine-2-OMe","Onder, S., et al. 2017. Chem Res Toxicol. 30:2218-2228.","29137457"
"2017","N112B/14","Kir2.1","Utrilla, R., et al. 2017. Front Physiol. 8:903.","29184507"
"2017","K64/15, L21/32, N355/1","SAP97, GluA2/GluR2, GluA1/GluR1","Zhang, L., et al. 2017. eNeuro. 4.","29218323"
"2017","N23B/49","Pan-Shank","Shi, R., et al. 2017. eNeuro. 4.","29250591"
"2017","K89/34","Kv2.1","Calhoun, J., et al. 2017. Neurol Genet. 3:e198.","29264390"
"2017","N106/36","Ankyrin-G","Clark, K., et al. 2017. ASN Neuro. 9:1759091417745426.","29228786"
"2017","N125/10","Thorase/Atad1","Umanah, G., et al. 2017. Sci Transl Med. 9.","29237760"
"2017","N1/12","KCC2","Cardarelli, R., et al. 2017. Nat Med. 23:1394-1396.","29216042"
"2017","N241A/34","LRRK2/Dardarin","Schapansky, J., et al. 2017. Neurobiol Dis. 111:26-35.","29246723"
"2017","N295B/66","Arl13b","Sigg, M., et al. 2017. Dev Cell. 43:744-762.","29257953"
"2017","K65/35","CASPR/Neurexin IV","Stratton, J., et al. 2017. eNeuro. 4.","28512649"
"2017","N86/8","GFP","Bowen, A., et al. 2017. eLife. 6:e27362.","28875935"
"2017","K28/43","PSD-95","Dunn, C., et al. 2017. eNeuro. 4.","28856239"
"2017","L21/32, N59/36, N95/35","GluA2/GluR2, GluN2B/NR2B, GABA(A)R, Alpha1","Simhal, A., et al. 2017. PLoS Comput Biol. 13:e1005493.","28414801"
"2017","N129/15 or N129A/6","Mad3","Duong, C., et al. 2017. Pediatr Res. 82:527-535.","28419087"
"2017","N1/12","KCC2","Mahadevan, V., et al. 2017. eLife. 6:e28270.","29028184"
"2017","N206A/8","GFAP","Jakovljevic, M., et al. 2017. Front Cell Neurosci. 11:333.","29163045"
"2017","K89/34","Kv2.1","Szoboszlay, M., et al. 2017. Sci Rep. 7:15240.","29127366"
"2017","N77/15","TrpC4","Soni, H. and Adebiyi, A. 2017. Sci Rep. 7:18049.","29273760"
"2017","N351/24","Versican","Riga, D., et al. 2017. Sci Transl Med. 9.","29263233"
"2017","L117/1, N23B/49","IRSp53/BAIAP2, Pan-Shank","Dosemeci, A., et al. 2017. PLoS One. 12:e0190250.","29284046"
"2017","N100/13","GST","Stephenson, J., et al. 2017. J Neurosci. 37:2216-2233.","28130356"
"2017","N28/9, N170A/1","VGlut1, Neurexin-1-beta","Prieto, G., et al. 2017. J Neurosci. 37:1197-1212.","27986924"
"2017","N106/36","Ankyrin-G","Ottolini, M., et al. 2017. J Neurosci. 37:7643-7655.","28676574"
"2017","N29/29","VGlut2","Matott, M., et al. 2017. J Physiol. 595:6045-6063.","28677303"
"2017","N11/33, N93A/49","Slo2.1/Slick, GABA(B)R1","Li, P., et al. 2017. eNeuro. 4.","28660246"
"2017","N295B/66","Arl13b","Nager, A., et al. 2017. Cell. 168:252-263.","28017328"
"2017","K28/43, N186/29","PSD-95, Dopamine D2 receptor","Escobar, A., et al. 2017. Int J Neuropsychopharmacol. 20:660-669.","28531297"
"2017","K28/43","PSD-95","Abraira, V., et al. 2017. Cell. 168:295-310.","28041852"
"2017","N86","GFP","Plooster, M., et al. 2017. Mol Biol Cell. 28:2374-2385.","28701345"
"2017","N106/36","Ankyrin-G","Schluter, A., et al. 2017. Cereb Cortex. 27:4662-4675.","28922860"
"2017","K20/78","Kv1.1","Martin, P., et al. 2017. J Biol Chem. 292:2441-2456.","27979964"
"2017","N295B/66","Arl13b","Dyson, J., et al. 2017. J Cell Biol. 216:247-263.","27998989"
"2017","L6","Slo1/BKAlpha","Kuntamallappanavar, G., et al. 2017. Pflugers Arch. 469:263-277.","28012000"
"2017","K28/43 or K28/74, N28/9","PSD-95, VGlut1","Perez de Arce, K. and Stagi, M. 2017. Methods Mol Biol. 1538:13-27.","27943180"
"2017","K65/35, N106/36","CASPR/Neurexin IV, Ankyrin-G","Yoshimura, T., et al. 2017. Front Cell Neurosci. 10:304.","28123356"
"2017","N106/36","Ankyrin-G","Lopez, A., et al. 2017. Mol Psychiatry. 22:1464-1472.","27956739"
"2017","K7/45,","Kv1.5, Kv2.1","Kidd, M., et al. 2017. J Physiol. 595:1607-1618.","27958660"
"2017","","LRRK2/Dardarin","Qin, Q., et al. 2017. CNS Neurosci Ther. 23:162-173.","27943591"
"2017","N241A/34","LRRK2/Dardarin","Dzamko, N., et al. 2017. Mov Disord. 32:423-432.","27911006"
"2017","N103/31, N103/39","Aldh1L1, Aldh1L1","Wolfes, A., et al. 2017. J Gen Physiol. 149:149-170.","27908976"
"2017","N221/17","TrpV1","Peng, X., et al. 2017. Mol Pain. 13:1744806917697007.","28326944"
"2017","K55/7, K60/73, K75/41","KChIP1, KChIP2, Kv4.3","Kuo, Y., et al. 2017. J Neurosci. 37:4391-4404.","28330877"
"2017","K14/16, K36/15, N106/36","Kv1.2, Kv1.1, Ankyrin-G","Rama, S., et al. 2017. Sci Rep. 7:315.","28331203"
"2017","K7/45","Kv1.5","Nystoriak, M., et al. 2017. Chem Biol Interact. 276:210-217.","28342889"
"2017","N295B/66","Arl13b","Hua, K. and Ferland, R. 2017. Cilia. 6:5.","28352462"
"2017","K87A/10","Nav1.6","Morelli, K., et al. 2017. Cell Rep. 18:3178-3191.","28355569"
"2017","K28/43 or K28/74","PSD-95","Tomasoni, R., et al. 2017. eLife. 6:e21735.","28347403"
"2017","N86/8","GFP","Zhou, Q., et al. 2017. EMBO Mol Med. 9:687-702.","28351931"
"2017","K89/34","Kv2.1","Yu, W., et al. 2017. Cell Death Dis. 8:e2737.","28383553"
"2017","K39/25 or K89/34 or L80/21 or L83/11","Kv2.1","Rovira-Esteban, L., et al. 2017. Brain Struct Funct. 222:3543-3565.","28391401"
"2017","K28/43, N244/5","PSD-95, SynCAM4","Shiotani, H., et al. 2017. Genes Cells. 22:472-484.","28397972"
"2017","A12/18","Pan-Neurofascin (extracellular)","Harterink, M., et al. 2017. Nat Methods. 14:479-482.","28394337"
"2017","K28/43","PSD-95","Del Pino, I., et al. 2017. Nat Neurosci. 20:784-792.","28394324"
"2017","N97A/31, N110/29","Neuroligin-1, Neuroligin-3","Burch, A., et al. 2017. PLoS One. 12:e0174895.","28362857"
"2017","N28/9","VGlut1","Cho, C., et al. 2017. J Neurochem. 142:56-73.","28369888"
"2017","N3/26","Slo2.2/Slack","Evely, K., et al. 2017. Neuroscience. 351:65-70.","28366665"
"2017","K14/16","Kv1.2","Saifetiarova, J., et al. 2017. J Neurosci Res. 95:1373-1390.","28370195"
"2017","K14/16, K65/35, N388A/10","Kv1.2, CASPR/Neurexin IV, Ankyrin-R","Taylor, A., et al. 2017. Front Cell Neurosci. 11:11.","28217083"
"2017","L24/18","IP3 receptor type 1","Tadevosyan, A., et al. 2017. J Am Heart Assoc. 6.","28381466"
"2017","N86/38","GFP","Lee, J., et al. 2017. Mol Cell. 66:129-140.","28388438"
"2017","N28/9","VGlut1","Bigler, R., et al. 2017. Sci Rep. 7:611.","28377585"
"2017","L24/18","IP3 receptor type 1","Wilson, L., et al. 2017. Cell Signal. 36:204-211.","28506928"
"2017","N28/9","VGlut1","Chouinard-Watkins, R., et al. 2017. Neurobiol Aging. 57:28-35.","28595105"
"2017","K28/43","PSD-95","Zeng, W., et al. 2017. Mol Neurodegener. 12:38.","28499404"
"2017","K28/43","PSD-95","Sai, K., et al. 2017. J Comp Neurol. 525:2719-2734.","28498492"
"2017","K89/34, N372B/1","Kv2.1, Kv2.2","Fletcher, E., et al. 2017. Nat Neurosci. 20:905-916.","28504671"
"2017","L5/1","SCG10/Stathmin-2","Tortosa, E., et al. 2017. Neuron. 94:809-825.","28521134"
"2017","N206A/8","GFAP","Dakic, T., et al. 2017. Eur J Neurosci. 46:1730-1737.","28544147"
"2017","N4/15","Pink1","Henderson, M., et al. 2017. J Neurosci. 37:5870-5884.","28522732"
"2017","N106/36","Ankyrin-G","Atapour, N. and Rosa, M. 2017. Neurobiol Aging. 57:95-103.","28624616"
"2017","N295B/66","Arl13b","Lu, H., et al. 2017. Nat Genet. 49:1025-1034.","28530676"
"2017","N202/7","Fig4/Sac3","Morioka, S., et al. 2017. Exp Cell Res. 357:252-259.","28552585"
"2017","K28/86","Pan-MAGUK","Sheets, L., et al. 2017. J Neurosci. 37:6299-6313.","28546313"
"2017","K14/16","Kv1.2","Stange-Marten, A., et al. 2017. Proc Natl Acad Sci U S A. 114:E4851-E4858.","28559325"
"2017","A12/18","Pan-Neurofascin (extracellular)","Ganguly, A., et al. 2017. J Cell Biol. 216:2059-2074.","28559423"
"2017","K65/35","CASPR/Neurexin IV","Davidson, N., et al. 2017. J Neurosci Res. 95:2391-2408.","28556945"
"2017","K28/43","PSD-95","Luo, W., et al. 2017. Neuroscience. 357:185-196.","28576729"
"2017","N295B/66","Arl13b","Monis, W., et al. 2017. J Cell Biol. 216:2131-2150.","28576874"
"2017","K87A/10, N106/36","Nav1.6, Ankyrin-G","Benusa, S., et al. 2017. J Neuroinflammation. 14:116.","28595650"
"2017","N86/8","GFP","Chen, D., et al. 2017. Exp Cell Res. 358:101-110.","28602627"
"2017","N244/5","SynCAM4","Yamana, S., et al. 2017. Biochem Biophys Res Commun. 490:169-175.","28601637"
"2017","K72/8","Co-Rest/RCOR1","Coleman, J., et al. 2017. J Comp Neurol. 525:3391-3413.","28597915"
"2017","N19/2","SAP102","Ferreira, J., et al. 2017. eLife. 6:e25492.","28598327"
"2017","N29/29","VGlut2","Fantuzzo, J., et al. 2017. Technology. 5:87-97.","28781993"
"2017","N37A/10","Kv7.1/KCNQ1","Dressler, F., et al. 2017. Prog Biophys Mol Biol. 130:344-355.","28655649"
"2017","K28/74","PSD-95","Bellono, N., et al. 2017. Cell. 170:185-198.","28648659"
